prompt_id,question,domain_canonical,domain_inconsistent,adversarial,dataset,n_samples,n_correct,n_incorrect,n_refused,n_definitive,frac_correct,frac_incorrect,frac_refused,hall_rate_strict,hall_rate_merged,p_halluc,hall_rate_naive,score_mean,score_std,len_mean,len_std,H_sem,D_cos,M_bar,K,sig2_S,label
mmlu_00018_t1.0,"A graduate of law school received notice that she had successfully passed the bar exam. To celebrate passing, the graduate went out with a few friends to a popular campus bar. The graduate's friend ordered a round of Hula Girls for everyone. A Hula Girl is an extremely potent alcoholic drink consisting. of 2 ounces of dry gin, 1 ounce of French vermouth, and 1 teaspoon of grenadine. After the drink is mixed, it is then served in a glass with an inverted lemon peel, which is cut at the ends to represent a grass skirt. Although the graduate had never heard of a Hula Girl, she was in a festive mood and drank it, anyway. A few minutes later, the graduate became very dizzy and attempted to stand up from the barstool. As she tried to walk to the restroom, she became nauseated and vomited over a customer sitting at a nearby table. The customer was embarrassed and greatly humiliated by the incident. If the customer asserts a claim against the graduate, the plaintiff will most likely",Law & Business,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.85,0.3570714214271425,538.6,180.3725034477262,4.321928094858508,0.21288219094276428,20.934589385986328,20,0.015973815694451332,1
mmlu_00019_t1.0, Which of the following are the three broad groups of organizational characteristics segmentation criteria?,Social Sciences,True,False,mmlu,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,0.7,2.9,1.3747727084867523,453.05,223.50335008674924,4.121928094861394,0.15683041512966156,17.807659149169922,18,0.010702564381062984,1
mmlu_00020_t1.0,Which of the following scans can image brain function?,Medicine & Health,False,False,mmlu,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,0.44999999999999996,3.6,1.562049935181331,314.65,205.9806483628984,4.321928094858508,0.2310333251953125,19.84737777709961,20,0.034657061100006104,0
mmlu_00021_t1.0,"This question refers to the following information.
It is natural, it is a privilege, I will go farther, it is a right, which all free men claim, that they are entitled to complain when they are hurt. They have a right publicly to remonstrate against the abuses of power in the strongest terms, to put their neighbors upon their guard against the craft or open violence of men in authority, and to assert with courage the sense they have of the blessings of liberty, the value they put upon it, and their resolution at all hazards to preserve it as one of the greatest blessings heaven can bestow.… But to conclude: The question before the Court and you, Gentlemen of the jury, is not of small or private concern. It is not the cause of one poor printer, nor of New York alone, which you are now trying. No! It may in its consequence affect every free man that lives under a British government on the main of America. It is the best cause. It is the cause of liberty. And I make no doubt but your upright conduct this day will not only entitle you to the love and esteem of your fellow citizens, but every man who prefers freedom to a life of slavery will bless and honor you as men who have baffled the attempt of tyranny, and by an impartial and uncorrupt verdict have laid a noble foundation for securing to ourselves, our posterity, and our neighbors, that to which nature and the laws of our country have given us a right to liberty of both exposing and opposing arbitrary power (in these parts of the world at least) by speaking and writing truth.
—Andrew Hamilton, concluding argument, libel trial of newspaper editor
John Peter Zenger, August 4, 1735
The Zenger Case can best be compared to which of the following?",Law & Business,True,False,mmlu,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,0.19999999999999996,4.4,1.2,464.7,202.79277600545834,4.221928094859951,0.23074126243591309,17.964235305786133,19,0.03328182175755501,0
mmlu_00022_t1.0,"Before a federal court may address a case, it has to be justiciable, i.e., involve a case or controversy. Which of the following is not an additional limitation on federal court jurisdiction?",Law & Business,False,False,mmlu,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,0.5,3.5,1.5,418.0,196.43421290600068,4.121928094861394,0.26004454493522644,18.265413284301758,18,0.04015795513987541,0
mmlu_00023_t1.0,"In the author's two-hour movie representing the history of the universe, when do the earliest members of the human family appear?",Humanities,True,False,mmlu,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,1.85,0.653834841531101,356.85,206.5299675591898,4.321928094858508,0.29980140924453735,23.981216430664062,20,0.05683598667383194,1
mmlu_00024_t1.0,Stephen is going through his second divorce. He thinks that no woman will ever love him again. His therapist points out to Stephen that his thinking is irrational and faulty. Which of the following therapies is the therapist employing?,Social Sciences,True,False,mmlu,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,0.4,3.65,1.5898113095584645,387.45,230.96265390750946,4.121928094861394,0.27462393045425415,18.92317771911621,18,0.04645226523280144,0
mmlu_00025_t1.0,Who was the first American president to visit communist China?,Social Sciences,True,False,mmlu,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,0.4,3.75,1.5451537140362444,285.15,166.04555850729642,4.121928094861394,0.2098391056060791,19.05615234375,18,0.05522545799612999,0
mmlu_00026_t1.0,"____________ refers to a strategic process involving stakeholder assessment to create long-term relationships with customers, while maintaining, supporting, and enhancing the natural environment.",Social Sciences,True,False,mmlu,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,0.85,2.2,1.1224972160321824,454.9,202.6183357941724,3.521928094867164,0.18778708577156067,19.4777889251709,14,0.02059544064104557,1
mmlu_00027_t1.0,"This question refers to the following information.
""If you analyze it I believe the very heart and soul of conservatism is libertarianism. I think conservatism is really a misnomer just as liberalism is a misnomer for the liberals—if we were back in the days of the Revolution, so-called conservatives today would be the Liberals and the liberals would be the Tories. The basis of conservatism is a desire for less government interference or less centralized authority or more individual freedom and this is a pretty general description also of what libertarianism is. Now, I can't say that I will agree with all the things that the present group who call themselves Libertarians in the sense of a party say, because I think that like in any political movement there are shades, and there are libertarians who are almost over at the point of wanting no government at all or anarchy. I believe there are legitimate government functions. There is a legitimate need in an orderly society for some government to maintain freedom or we will have tyranny by individuals. The strongest man on the block will run the neighborhood. We have government to ensure that we don't each one of us have to carry a club to defend ourselves. But again, I stand on my statement that I think that libertarianism and conservatism are traveling the same path.""
Ronald Reagan, Interview published in Reason magazine, 1975
All of the following are factors that contributed to the prominence of conservatism in the late 1970s and 1980s EXCEPT",Social Sciences,False,False,mmlu,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,2.1,0.7000000000000001,394.5,222.564485037483,3.8841837197561055,0.22588658332824707,21.828786849975586,16,0.042194776237010956,1
mmlu_00028_t1.0,"This question refers to the following information.
As a Jew, I have never believed in collective guilt. Only the guilty were guilty.
Children of killers are not killers but children. I have neither the desire nor the authority to judge today's generation for the unspeakable crimes committed by the generation of Hitler.
But we may—and we must—hold it responsible, not for the past, but for the way it remembers the past. And for what it does with the memory of the past. In remembering, you will help your own people vanquish the ghosts that hover over its history. Remember: a community that does not come to terms with the dead will continue to traumatize the living.
We remember Auschwitz and all that it symbolizes because we believe that, in spite of the past and its horrors, the world is worthy of salvation; and salvation, like redemption, can be found only in memory.
Elie Wiesel, ""Reflections of a Survivor,"" 1987
From the passage, one may infer that Wiesel asserted that remembering the Holocaust",Humanities,False,False,mmlu,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,0.5,3.4,1.42828568570857,478.4,212.9695752918712,3.8841837197561055,0.23125271499156952,17.921043395996094,16,0.06535636633634567,0
mmlu_00029_t1.0,"During the investigation of a chemical reaction by a chemistry student, she was able to determine that the reaction was nonspontaneous at 1 atm and 298 K. However, she learned that cooling the system with dry ice (-78°C) caused the reaction to become spontaneous. Which of the following combinations must apply to this reaction?",STEM,False,False,mmlu,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,2.15,0.6538348415311012,288.5,209.4978520176281,4.021928094862837,0.29407820105552673,21.50590705871582,17,0.06604338437318802,1
mmlu_00030_t1.0,"A state has recently released medical statistics showing that the number of new AIDS cases within the state has quadrupled from the preceding year. In 2008, the state reported that 2,250 people were diagnosed as being stricken with the AIDS virus. However, in 2009 the state confirmed that over 9,000 new persons contracted the deadly virus. In an effort to improve the health care of AIDS patients in the state, the Legislature has enacted a law providing public funds to assist privately owned hospitals. According to the law, every hospital in the state would receive $5,000 annually for each AIDS patient who was admitted to that hospital, and whose period of hospitalization exceeded one week. Although this bill was initially opposed by several churches and other organizations, the state's legislature re-drafted the bill in a compromise effort to appease the opposition. In its final re-draft, the bill provided that the $5,000 annual subsidy ""would not be paid to any hospital performing abortions. ""Which of the following is the strongest argument against the constitutionality of the state's statute?",Law & Business,False,False,mmlu,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,0.85,2.45,1.0712142642814275,639.8,93.20118025003761,4.221928094859951,0.25451067090034485,20.23894500732422,19,0.01313217356801033,1
mmlu_00031_t1.0,"The hydrogen lines observed in the spectrum of the quasar 3C9 are shifted so far into the red that their wavelengths are three times as long as those observed in the light from hydrogen atoms at rest in a laboratory on Earth. If it is assumed that the shift is entirely due to the relative motion of 3C9 and Earth, the relative speed of the quasar is",STEM,False,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,2.2,0.9797958971132713,215.4,177.44728794771703,4.321928094858508,0.337250292301178,24.3978214263916,20,0.04035230726003647,1
mmlu_00032_t1.0,"In a cartoon, an angel is perched on one shoulder and a devil is perched on the other shoulder of a character who needs to decide whether to give money to a homeless man or not. The devil says, ""Don't give him anything, you'll make better use of the money than he will."" The angel says, ""Give him the money because he needs it more than you do."" The character gives the homeless man half of his money. In a Freudian interpretation, the angel represents the character's",Humanities,False,False,mmlu,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,0.7,2.8,1.469693845669907,505.8,200.845861296667,3.784183719757547,0.21189168095588684,19.138504028320312,15,0.054343465715646744,1
mmlu_00033_t1.0,It is a monetarist point of view that,Social Sciences,False,False,mmlu,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,0.7,2.75,1.299038105676658,427.2,202.88607640742623,4.121928094861394,0.19337579607963562,17.491512298583984,18,0.01464306190609932,1
mmlu_00034_t1.0, Huemer argues that there is no reason to think that the harms of drug use are in an important sense,Social Sciences,True,False,mmlu,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,0.85,2.4,0.9695359714832659,425.0,177.93453852470577,3.6841837197575473,0.14336197078227997,20.274703979492188,15,0.011492880992591381,1
mmlu_00035_t1.0,"Let l = [1,2,3,4]. What is max(l) in Python3?",STEM,False,False,mmlu,20,12,8,0,20,0.6,0.4,0.0,0.4,0.4,0.4,0.4,3.5,1.857417562100671,183.9,120.95697582198392,3.239353872148445,0.23373913764953613,18.87337875366211,13,0.08911198377609253,0
mmlu_00036_t1.0,"During a study of renal glomeruli, a healthy animal kidney is kept in a vascular bath preparation at a constant afferent arterial pressure of 100 mm Hg. If the efferent arteriole is constricted with a vascular clamp, which of the following Starling forces is most likely to change in the glomeruli?",Medicine & Health,False,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,2.25,0.9420721840708386,453.95,186.47854434223794,3.68418371975899,0.1577269434928894,21.715560913085938,14,0.015740830451250076,1
mmlu_00037_t1.0,"A student has 3 puzzles. Each puzzle has 1,250 pieces. What is the total number of pieces in the puzzles?",STEM,False,False,mmlu,20,16,4,0,20,0.8,0.2,0.0,0.2,0.2,0.2,0.19999999999999996,4.4,1.2,132.2,64.22195886143618,2.26096404743214,0.14593584835529327,16.9600887298584,8,0.04920584708452225,0
mmlu_00038_t1.0,"Hydrogen fluoride, HF, is a liquid at 15°C. All other hydrogen halides (represented by HX, where X is any other halogen) are gases at the same temperature. Why?",STEM,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.85,0.3570714214271425,394.1,203.6491836467802,3.8219280948642798,0.2674550712108612,23.387577056884766,16,0.0863434225320816,1
mmlu_00039_t1.0,"If $m$ and $n$ are odd integers, how many terms in the expansion of $(m+n)^6$ are odd?",STEM,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.75,0.4330127018922193,292.75,157.616583835585,3.8219280948642798,0.19145819544792175,29.367650985717773,16,0.019774509593844414,1
mmlu_00040_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I threw the newspapers into to the forest wild fire. Scenario 2 | I asked my children to set the table for dinner.",Social Sciences,False,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.5,1.284523257866513,300.9,190.2153779272328,4.121928094861394,0.32433515787124634,19.103485107421875,18,0.04071784391999245,1
mmlu_00041_t1.0, Carens's main conclusion is that,Social Sciences,True,False,mmlu,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,2.1,0.7,434.4,208.88810401743802,4.021928094862837,0.21953411400318146,21.356456756591797,17,0.06431402266025543,1
mmlu_00042_t1.0,The treatment of hepatitis C has been revolutionised most recently by which of the following?,Medicine & Health,False,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,2.2,0.9797958971132713,313.45,200.98220692389663,3.5037016960371496,0.196411594748497,22.27933120727539,14,0.05338980630040169,1
mmlu_00043_t1.0,"A 19-year-old Asian female college student comes to the university health center because of a 1-week history of nasal stuffiness, occasional clear rhinorrhea, and a mild sore throat. Two days ago, she began to feel hot, but she has not taken her temperature. Medical history is unremarkable and her only medication is an oral contraceptive. She has no history of allergies. She does not smoke cigarettes. BMI is 22 kg/m2 . Vital signs are temperature 38.1°C (100.6°F), pulse 88/min, respirations 16/min, and blood pressure 116/74 mm Hg. Physical examination discloses tenderness over the left maxillary sinus without purulent drainage. There is clear fluid behind the left tympanic membrane, enlarged tonsils bilaterally, and pain with tapping of the left upper incisors. Left frontal sinus does not transilluminate. Cardiopulmonary examination discloses no abnormalities. Which of the following is the most likely underlying mechanism of this patient's sinusitis?",Medicine & Health,False,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.4,1.3564659966250534,454.4,199.97909890786087,4.08418371975322,0.19342973828315735,22.682252883911133,18,0.02308969758450985,1
mmlu_00044_t1.0,"To prevent desiccation and injury, the embryos of terrestrial vertebrates are encased within a fluid secreted by the",STEM,False,False,mmlu,20,13,7,0,20,0.65,0.35,0.0,0.35,0.35,0.35,0.35,3.9,1.5132745950421556,404.6,161.39653032206115,3.484183719760433,0.13263991475105286,17.15650749206543,13,0.005500791594386101,0
mmlu_00045_t1.0,"You are subpoenaed to appear at a deposition to testify about a former client of yours. During the deposition, the attorney for the opposing party asks you to provide confidential client information. You should:",Law & Business,False,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.6,1.2,506.45,197.88998837738103,3.9841837197546632,0.2088865041732788,19.094383239746094,17,0.061784714460372925,1
mmlu_00046_t1.0,"According to W. E. B. Dubois, progress for African Americans in the aftermath of slavery",Social Sciences,True,False,mmlu,20,1,19,0,20,0.05,0.95,0.0,0.95,0.95,0.95,0.95,2.05,0.739932429347437,487.15,198.90280918076547,4.221928094859951,0.2314372956752777,20.70290756225586,19,0.03231848403811455,1
mmlu_00047_t1.0,How are new polyomaviruses detailed,Medicine & Health,True,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.9,0.3,386.05,179.49720749916975,3.9219280948642794,0.21287330985069275,24.922914505004883,16,0.03388595953583717,1
mmlu_00048_t1.0,Which of the following is the most likely to be a deterrent to growth in the economy?,Social Sciences,False,False,mmlu,20,15,5,0,20,0.75,0.25,0.0,0.25,0.25,0.25,0.25,4.05,1.359227721906819,323.95,191.57465255090509,3.58418371975899,0.19289572536945343,15.985517501831055,14,0.018889937549829483,0
mmlu_00049_t1.0,"Every ten years, the majority of state legislatures are responsible for",Social Sciences,True,True,mmlu,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,0.85,2.4,1.1135528725660044,386.1,224.51389711997786,4.321928094858508,0.3367261290550232,19.697551727294922,20,0.05444640293717384,1
mmlu_00050_t1.0,Historical materialism is founded on the ideas and philosophies of which theorists?,Humanities,True,False,mmlu,20,10,10,0,20,0.5,0.5,0.0,0.5,0.5,0.5,0.5,3.35,1.6815171720800235,417.75,190.31391830341784,4.221928094859951,0.207712322473526,18.805625915527344,19,0.020238008350133896,0
mmlu_00051_t1.0,Which type of reaction time results in the biggest age differences?,STEM,False,False,mmlu,20,6,14,0,20,0.3,0.7,0.0,0.7,0.7,0.7,0.7,2.85,1.3143439428094914,421.7,218.96782868722977,3.6841837197575473,0.17591843008995056,17.96897315979004,15,0.024880995973944664,1
mmlu_00052_t1.0,"Nitrous acid is a weak acid, while nitric acid is a much stronger acid because",STEM,False,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,2.1,0.7,318.2,146.46829008355357,3.339353872147002,0.15867818892002106,22.48011016845703,14,0.03672415763139725,1
mmlu_00053_t1.0,"Which of the following statements about proteolysis is correct?
",Medicine & Health,True,False,mmlu,20,2,18,0,20,0.1,0.9,0.0,0.9,0.9,0.9,0.9,2.15,1.0136567466356647,366.95,231.69192368315302,4.121928094861394,0.3006729483604431,21.466140747070312,18,0.05965207889676094,1
mmlu_00054_t1.0,Which of the following molecules does not form part of DNA?,STEM,False,False,mmlu,20,17,3,0,20,0.85,0.15,0.0,0.15,0.15,0.15,0.15000000000000002,4.55,1.0712142642814275,346.1,135.62555069012623,3.8219280948642798,0.13054105639457703,16.902751922607422,16,0.005463872570544481,0
mmlu_00055_t1.0,Aquinas holds that the last end of man is:,Humanities,False,False,mmlu,20,11,9,0,20,0.55,0.45,0.0,0.45,0.45,0.45,0.44999999999999996,3.45,1.745709025009609,405.8,192.68980253246409,3.8841837197561055,0.22954626381397247,18.041807174682617,16,0.048640862107276917,0
mmlu_00056_t1.0,Which of the following is not a good measure of relative intermolecular attractive forces?,STEM,False,False,mmlu,20,4,16,0,20,0.2,0.8,0.0,0.8,0.8,0.8,0.8,2.6,1.2,523.5,156.8201198826222,3.521928094867164,0.14282828569412231,20.889463424682617,14,0.011281310580670834,1
mmlu_00057_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I made her sushi from her leftover salmon. Scenario 2 | I jumped out of the window onto the ground three feet below.",Social Sciences,True,False,mmlu,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,0.85,2.35,1.1521718621802912,317.1,203.5430912607942,4.121928094861394,0.2983313500881195,19.627670288085938,18,0.03335169330239296,1
mmlu_00058_t1.0,"This question refers to the following information.
""A specter is haunting Europe-the specter of Communism. All the powers of old Europe have entered into a holy alliance to exorcise this specter; Pope and Czar, Metternich and Guizot, French radicals and German police spies.
Two things result from this fact.
I. Communism is already acknowledged by all European powers to be in itself a power.
II. It is high time that Communists should openly, in the face of the whole world, publish their views, their aims, their tendencies, and meet this nursery tale of the Specter of Communism with a Manifesto of the party itself.""
Karl Marx and Friedrich Engels, The Communist Manifesto, 1848
In this passage, Marx and Engels seem to be chiefly preoccupied with",Humanities,False,False,mmlu,20,3,17,0,20,0.15,0.85,0.0,0.85,0.85,0.85,0.85,2.4,0.9695359714832659,424.05,200.01936781221963,4.321928094858508,0.28783324360847473,19.893749237060547,20,0.04204762727022171,1
mmlu_00059_t1.0,"You've just finished training a decision tree for spam classification, and it is getting abnormally bad performance on both your training and test sets. You know that your implementation has no bugs, so what could be causing the problem?",STEM,False,False,mmlu,20,0,20,0,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.95,0.21794494717703372,434.9,191.48966029527546,4.221928094859951,0.20579662919044495,26.347705841064453,19,0.015206932090222836,1
mmlu_00060_t1.0,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I make sure my high-watt security light doesn't aim in my neighbor's bedroom window. Scenario 2 | I swung a pillow at my best friend James.",Social Sciences,False,False,mmlu,20,7,13,0,20,0.35,0.65,0.0,0.65,0.65,0.65,0.65,3.0,1.4832396974191326,312.75,165.48923681013216,4.221928094859951,0.28410249948501587,19.376827239990234,19,0.02564573474228382,1
